?SNDlib native format; type: network; version: 1.0
# network janos-us-ca

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Vancouver ( -123.10 49.22 )
  LosAngeles ( -118.40 33.93 )
  SanFrancisco ( -122.38 37.62 )
  LasVegas ( -115.17 36.08 )
  SaltLakeCity ( -111.97 40.78 )
  ElPaso ( -106.40 31.80 )
  Dallas ( -96.85 32.85 )
  Houston ( -95.35 29.97 )
  OklahomaCity ( -95.90 36.20 )
  Minneapolis ( -93.38 45.07 )
  KansasCity ( -94.72 39.32 )
  Denver ( -104.87 39.75 )
  Chicago ( -87.90 41.98 )
  Indianapolis ( -86.27 39.65 )
  Detroit ( -83.02 42.42 )
  StLouis ( -90.37 38.75 )
  Nashville ( -86.68 36.12 )
  Cleveland ( -81.68 41.52 )
  NewYork ( -73.78 40.65 )
  Montreal ( -73.60 45.50 )
  Charlotte ( -80.93 35.22 )
  NewOrleans ( -90.02 29.83 )
  Boston ( -71.03 42.37 )
  Atlanta ( -84.42 33.65 )
  Miami ( -80.28 25.82 )
  WashingtonDC ( -77.04 38.85 )
  Philadelphia ( -75.13 40.00 )
  Toronto ( -79.41 43.70 )
  Pittsburgh ( -79.97 40.44 )
  Cincinnati ( -84.50 39.14 )
  Tampa ( -82.48 27.96 )
  Memphis ( -90.00 35.11 )
  Winnipeg ( -97.16 49.88 )
  Calgary ( -114.08 51.08 )
  Seattle ( -122.30 47.45 )
  Portland ( -122.65 45.53 )
  Sacrameto ( -121.46 38.56 )
  Phoenix ( -112.02 33.43 )
  SanDiego ( -117.13 32.81 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
  L28 ( OklahomaCity Dallas ) 0.00 0.00 0.00 0.00 ( 1008.00 229.00 )
  L29 ( OklahomaCity KansasCity ) 0.00 0.00 0.00 0.00 ( 1008.00 217.00 )
  L30 ( Minneapolis KansasCity ) 0.00 0.00 0.00 0.00 ( 1008.00 389.00 )
  L31 ( Minneapolis Chicago ) 0.00 0.00 0.00 0.00 ( 1008.00 336.00 )
  L32 ( Minneapolis Winnipeg ) 0.00 0.00 0.00 0.00 ( 1008.00 363.00 )
  L33 ( KansasCity OklahomaCity ) 0.00 0.00 0.00 0.00 ( 1008.00 217.00 )
  L34 ( KansasCity Minneapolis ) 0.00 0.00 0.00 0.00 ( 1008.00 389.00 )
  L35 ( KansasCity Denver ) 0.00 0.00 0.00 0.00 ( 1008.00 523.00 )
  L36 ( KansasCity StLouis ) 0.00 0.00 0.00 0.00 ( 1008.00 228.00 )
  L37 ( Denver SaltLakeCity ) 0.00 0.00 0.00 0.00 ( 1008.00 368.00 )
  L38 ( Denver Dallas ) 0.00 0.00 0.00 0.00 ( 1008.00 630.00 )
  L39 ( Denver KansasCity ) 0.00 0.00 0.00 0.00 ( 1008.00 523.00 )
  L40 ( Chicago Minneapolis ) 0.00 0.00 0.00 0.00 ( 1008.00 336.00 )
  L41 ( Chicago Indianapolis ) 0.00 0.00 0.00 0.00 ( 1008.00 176.00 )
  L42 ( Chicago Detroit ) 0.00 0.00 0.00 0.00 ( 1008.00 243.00 )
  L43 ( Chicago StLouis ) 0.00 0.00 0.00 0.00 ( 1008.00 249.00 )
  L44 ( Indianapolis Chicago ) 0.00 0.00 0.00 0.00 ( 1008.00 176.00 )
  L45 ( Indianapolis StLouis ) 0.00 0.00 0.00 0.00 ( 1008.00 220.00 )
  L46 ( Indianapolis Nashville ) 0.00 0.00 0.00 0.00 ( 1008.00 236.00 )
  L47 ( Indianapolis Cincinnati ) 0.00 0.00 0.00 0.00 ( 1008.00 97.00 )
  L48 ( Detroit Chicago ) 0.00 0.00 0.00 0.00 ( 1008.00 243.00 )
  L49 ( Detroit Cleveland ) 0.00 0.00 0.00 0.00 ( 1008.00 89.00 )
  L50 ( Detroit Toronto ) 0.00 0.00 0.00 0.00 ( 1008.00 195.00 )
  L51 ( StLouis KansasCity ) 0.00 0.00 0.00 0.00 ( 1008.00 228.00 )
  L52 ( StLouis Chicago ) 0.00 0.00 0.00 0.00 ( 1008.00 249.00 )
  L53 ( StLouis Indianapolis ) 0.00 0.00 0.00 0.00 ( 1008.00 220.00 )
  L54 ( StLouis Memphis ) 0.00 0.00 0.00 0.00 ( 1008.00 244.00 )
  L55 ( Nashville Indianapolis ) 0.00 0.00 0.00 0.00 ( 1008.00 236.00 )
  L56 ( Nashville Charlotte ) 0.00 0.00 0.00 0.00 ( 1008.00 317.00 )
  L57 ( Nashville Atlanta ) 0.00 0.00 0.00 0.00 ( 1008.00 206.00 )
  L58 ( Nashville Memphis ) 0.00 0.00 0.00 0.00 ( 1008.00 192.00 )
  L59 ( Cleveland Detroit ) 0.00 0.00 0.00 0.00 ( 1008.00 89.00 )
  L60 ( Cleveland NewYork ) 0.00 0.00 0.00 0.00 ( 1008.00 401.00 )
  L61 ( Cleveland Pittsburgh ) 0.00 0.00 0.00 0.00 ( 1008.00 112.00 )
  L62 ( Cleveland Cincinnati ) 0.00 0.00 0.00 0.00 ( 1008.00 214.00 )
  L63 ( NewYork Cleveland ) 0.00 0.00 0.00 0.00 ( 1008.00 401.00 )
  L64 ( NewYork Boston ) 0.00 0.00 0.00 0.00 ( 1008.00 179.00 )
  L65 ( NewYork Philadelphia ) 0.00 0.00 0.00 0.00 ( 1008.00 81.00 )
  L66 ( NewYork Toronto ) 0.00 0.00 0.00 0.00 ( 1008.00 345.00 )
  L67 ( Montreal Boston ) 0.00 0.00 0.00 0.00 ( 1008.00 242.00 )
  L68 ( Montreal Toronto ) 0.00 0.00 0.00 0.00 ( 1008.00 301.00 )
  L69 ( Charlotte Nashville ) 0.00 0.00 0.00 0.00 ( 1008.00 317.00 )
  L70 ( Charlotte Atlanta ) 0.00 0.00 0.00 0.00 ( 1008.00 218.00 )
  L71 ( Charlotte WashingtonDC ) 0.00 0.00 0.00 0.00 ( 1008.00 318.00 )
  L72 ( Charlotte Tampa ) 0.00 0.00 0.00 0.00 ( 1008.00 492.00 )
  L73 ( NewOrleans Houston ) 0.00 0.00 0.00 0.00 ( 1008.00 308.00 )
  L74 ( NewOrleans Atlanta ) 0.00 0.00 0.00 0.00 ( 1008.00 407.00 )
  L75 ( NewOrleans Miami ) 0.00 0.00 0.00 0.00 ( 1008.00 634.00 )
  L76 ( NewOrleans Memphis ) 0.00 0.00 0.00 0.00 ( 1008.00 352.00 )
  L77 ( Boston NewYork ) 0.00 0.00 0.00 0.00 ( 1008.00 179.00 )
  L78 ( Boston Montreal ) 0.00 0.00 0.00 0.00 ( 1008.00 242.00 )
  L79 ( Atlanta Nashville ) 0.00 0.00 0.00 0.00 ( 1008.00 206.00 )
  L80 ( Atlanta Charlotte ) 0.00 0.00 0.00 0.00 ( 1008.00 218.00 )
  L81 ( Atlanta NewOrleans ) 0.00 0.00 0.00 0.00 ( 1008.00 407.00 )
  L82 ( Atlanta Tampa ) 0.00 0.00 0.00 0.00 ( 1008.00 396.00 )
  L83 ( Miami NewOrleans ) 0.00 0.00 0.00 0.00 ( 1008.00 634.00 )
  L84 ( Miami Tampa ) 0.00 0.00 0.00 0.00 ( 1008.00 193.00 )
  L85 ( WashingtonDC Charlotte ) 0.00 0.00 0.00 0.00 ( 1008.00 318.00 )
  L86 ( WashingtonDC Philadelphia ) 0.00 0.00 0.00 0.00 ( 1008.00 125.00 )
  L87 ( WashingtonDC Pittsburgh ) 0.00 0.00 0.00 0.00 ( 1008.00 184.00 )
  L88 ( Philadelphia NewYork ) 0.00 0.00 0.00 0.00 ( 1008.00 81.00 )
  L89 ( Philadelphia WashingtonDC ) 0.00 0.00 0.00 0.00 ( 1008.00 125.00 )
  L90 ( Toronto Detroit ) 0.00 0.00 0.00 0.00 ( 1008.00 195.00 )
  L91 ( Toronto NewYork ) 0.00 0.00 0.00 0.00 ( 1008.00 345.00 )
  L92 ( Toronto Montreal ) 0.00 0.00 0.00 0.00 ( 1008.00 301.00 )
  L93 ( Pittsburgh Cleveland ) 0.00 0.00 0.00 0.00 ( 1008.00 112.00 )
  L94 ( Pittsburgh WashingtonDC ) 0.00 0.00 0.00 0.00 ( 1008.00 184.00 )
  L95 ( Cincinnati Indianapolis ) 0.00 0.00 0.00 0.00 ( 1008.00 97.00 )
  L96 ( Cincinnati Cleveland ) 0.00 0.00 0.00 0.00 ( 1008.00 214.00 )
  L97 ( Tampa Charlotte ) 0.00 0.00 0.00 0.00 ( 1008.00 492.00 )
  L98 ( Tampa Atlanta ) 0.00 0.00 0.00 0.00 ( 1008.00 396.00 )
  L99 ( Tampa Miami ) 0.00 0.00 0.00 0.00 ( 1008.00 193.00 )
  L100 ( Memphis Dallas ) 0.00 0.00 0.00 0.00 ( 1008.00 407.00 )
  L101 ( Memphis StLouis ) 0.00 0.00 0.00 0.00 ( 1008.00 244.00 )
  L102 ( Memphis Nashville ) 0.00 0.00 0.00 0.00 ( 1008.00 192.00 )
  L103 ( Memphis NewOrleans ) 0.00 0.00 0.00 0.00 ( 1008.00 352.00 )
  L104 ( Winnipeg Minneapolis ) 0.00 0.00 0.00 0.00 ( 1008.00 363.00 )
  L105 ( Winnipeg Calgary ) 0.00 0.00 0.00 0.00 ( 1008.00 721.00 )
  L106 ( Calgary Vancouver ) 0.00 0.00 0.00 0.00 ( 1008.00 405.00 )
  L107 ( Calgary SaltLakeCity ) 0.00 0.00 0.00 0.00 ( 1008.00 695.00 )
  L108 ( Calgary Winnipeg ) 0.00 0.00 0.00 0.00 ( 1008.00 721.00 )
  L109 ( Seattle Vancouver ) 0.00 0.00 0.00 0.00 ( 1008.00 123.00 )
  L110 ( Seattle Portland ) 0.00 0.00 0.00 0.00 ( 1008.00 128.00 )
  L111 ( Portland SanFrancisco ) 0.00 0.00 0.00 0.00 ( 1008.00 529.00 )
  L112 ( Portland SaltLakeCity ) 0.00 0.00 0.00 0.00 ( 1008.00 609.00 )
  L113 ( Portland Seattle ) 0.00 0.00 0.00 0.00 ( 1008.00 128.00 )
  L114 ( Sacrameto SanFrancisco ) 0.00 0.00 0.00 0.00 ( 1008.00 79.00 )
  L115 ( Sacrameto LasVegas ) 0.00 0.00 0.00 0.00 ( 1008.00 373.00 )
  L116 ( Sacrameto SaltLakeCity ) 0.00 0.00 0.00 0.00 ( 1008.00 509.00 )
  L117 ( Phoenix LasVegas ) 0.00 0.00 0.00 0.00 ( 1008.00 247.00 )
  L118 ( Phoenix ElPaso ) 0.00 0.00 0.00 0.00 ( 1008.00 334.00 )
  L119 ( Phoenix SanDiego ) 0.00 0.00 0.00 0.00 ( 1008.00 289.00 )
  L120 ( SanDiego LosAngeles ) 0.00 0.00 0.00 0.00 ( 1008.00 102.00 )
  L121 ( SanDiego Phoenix ) 0.00 0.00 0.00 0.00 ( 1008.00 289.00 )
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  D0 ( Vancouver LosAngeles ) 1 1770.00 UNLIMITED
  D1 ( Vancouver SanFrancisco ) 1 973.00 UNLIMITED
  D2 ( Vancouver LasVegas ) 1 170.00 UNLIMITED
  D3 ( Vancouver SaltLakeCity ) 1 136.00 UNLIMITED
  D4 ( Vancouver ElPaso ) 1 55.00 UNLIMITED
  D5 ( Vancouver Dallas ) 1 384.00 UNLIMITED
  D6 ( Vancouver Houston ) 1 321.00 UNLIMITED
  D7 ( Vancouver OklahomaCity ) 1 83.00 UNLIMITED
  D8 ( Vancouver Minneapolis ) 1 268.00 UNLIMITED
  D9 ( Vancouver KansasCity ) 1 146.00 UNLIMITED
  D10 ( Vancouver Denver ) 1 256.00 UNLIMITED
  D11 ( Vancouver Chicago ) 1 666.00 UNLIMITED
  D12 ( Vancouver Indianapolis ) 1 117.00 UNLIMITED
  D13 ( Vancouver Detroit ) 1 349.00 UNLIMITED
  D14 ( Vancouver StLouis ) 1 192.00 UNLIMITED
  D15 ( Vancouver Nashville ) 1 85.00 UNLIMITED
  D16 ( Vancouver Cleveland ) 1 177.00 UNLIMITED
  D17 ( Vancouver NewYork ) 1 1189.00 UNLIMITED
  D18 ( Vancouver Montreal ) 1 197.00 UNLIMITED
  D19 ( Vancouver Charlotte ) 1 80.00 UNLIMITED
  D20 ( Vancouver NewOrleans ) 1 78.00 UNLIMITED
  D21 ( Vancouver Boston ) 1 304.00 UNLIMITED
  D22 ( Vancouver Atlanta ) 1 274.00 UNLIMITED
  D23 ( Vancouver Miami ) 1 263.00 UNLIMITED
  D24 ( Vancouver WashingtonDC ) 1 437.00 UNLIMITED
  D25 ( Vancouver Philadelphia ) 1 329.00 UNLIMITED
  D26 ( Vancouver Toronto ) 1 289.00 UNLIMITED
  D27 ( Vancouver Pittsburgh ) 1 145.00 UNLIMITED
  D28 ( Vancouver Cincinnati ) 1 129.00 UNLIMITED
  D29 ( Vancouver Tampa ) 1 131.00 UNLIMITED
  D30 ( Vancouver Memphis ) 1 80.00 UNLIMITED
  D31 ( Vancouver Winnipeg ) 1 65.00 UNLIMITED
  D32 ( Vancouver Calgary ) 1 241.00 UNLIMITED
  D33 ( Vancouver Seattle ) 1 3428.00 UNLIMITED
  D34 ( Vancouver Portland ) 1 863.00 UNLIMITED
  D35 ( Vancouver Sacrameto ) 1 281.00 UNLIMITED
  D36 ( Vancouver Phoenix ) 1 326.00 UNLIMITED
  D37 ( Vancouver SanDiego ) 1 281.00 UNLIMITED
  D38 ( LosAngeles Vancouver ) 1 1770.00 UNLIMITED
  D39 ( LosAngeles SanFrancisco ) 1 19465.00 UNLIMITED
  D40 ( LosAngeles LasVegas ) 1 6106.00 UNLIMITED
  D41 ( LosAngeles SaltLakeCity ) 1 1546.00 UNLIMITED
  D42 ( LosAngeles ElPaso ) 1 906.00 UNLIMITED
  D43 ( LosAngeles Dallas ) 1 4348.00 UNLIMITED
  D44 ( LosAngeles Houston ) 1 3637.00 UNLIMITED
  D45 ( LosAngeles OklahomaCity ) 1 868.00 UNLIMITED
  D46 ( LosAngeles Minneapolis ) 1 2160.00 UNLIMITED
  D47 ( LosAngeles KansasCity ) 1 1390.00 UNLIMITED
  D48 ( LosAngeles Denver ) 1 2784.00 UNLIMITED
  D49 ( LosAngeles Chicago ) 1 5753.00 UNLIMITED
  D50 ( LosAngeles Indianapolis ) 1 1045.00 UNLIMITED
  D51 ( LosAngeles Detroit ) 1 2960.00 UNLIMITED
  D52 ( LosAngeles StLouis ) 1 1789.00 UNLIMITED
  D53 ( LosAngeles Nashville ) 1 801.00 UNLIMITED
  D54 ( LosAngeles Cleveland ) 1 1522.00 UNLIMITED
  D55 ( LosAngeles NewYork ) 1 10114.00 UNLIMITED
  D56 ( LosAngeles Montreal ) 1 1607.00 UNLIMITED
  D57 ( LosAngeles Charlotte ) 1 737.00 UNLIMITED
  D58 ( LosAngeles NewOrleans ) 1 817.00 UNLIMITED
  D59 ( LosAngeles Boston ) 1 2542.00 UNLIMITED
  D60 ( LosAngeles Atlanta ) 1 2611.00 UNLIMITED
  D61 ( LosAngeles Miami ) 1 2554.00 UNLIMITED
  D62 ( LosAngeles WashingtonDC ) 1 3813.00 UNLIMITED
  D63 ( LosAngeles Philadelphia ) 1 2827.00 UNLIMITED
  D64 ( LosAngeles Toronto ) 1 2400.00 UNLIMITED
  D65 ( LosAngeles Pittsburgh ) 1 1254.00 UNLIMITED
  D66 ( LosAngeles Cincinnati ) 1 1155.00 UNLIMITED
  D67 ( LosAngeles Tampa ) 1 1287.00 UNLIMITED
  D68 ( LosAngeles Memphis ) 1 790.00 UNLIMITED
  D69 ( LosAngeles Winnipeg ) 1 447.00 UNLIMITED
  D70 ( LosAngeles Calgary ) 1 774.00 UNLIMITED
  D71 ( LosAngeles Seattle ) 1 3556.00 UNLIMITED
  D72 ( LosAngeles Portland ) 1 2265.00 UNLIMITED
  D73 ( LosAngeles Sacrameto ) 1 4865.00 UNLIMITED
  D74 ( LosAngeles Phoenix ) 1 8690.00 UNLIMITED
  D75 ( LosAngeles SanDiego ) 1 30034.00 UNLIMITED
  D76 ( SanFrancisco Vancouver ) 1 973.00 UNLIMITED
  D77 ( SanFrancisco LosAngeles ) 1 19465.00 UNLIMITED
  D78 ( SanFrancisco LasVegas ) 1 1418.00 UNLIMITED
  D79 ( SanFrancisco SaltLakeCity ) 1 643.00 UNLIMITED
  D80 ( SanFrancisco ElPaso ) 1 282.00 UNLIMITED
  D81 ( SanFrancisco Dallas ) 1 1595.00 UNLIMITED
  D82 ( SanFrancisco Houston ) 1 1337.00 UNLIMITED
  D83 ( SanFrancisco OklahomaCity ) 1 328.00 UNLIMITED
  D84 ( SanFrancisco Minneapolis ) 1 888.00 UNLIMITED
  D85 ( SanFrancisco KansasCity ) 1 543.00 UNLIMITED
  D86 ( SanFrancisco Denver ) 1 1056.00 UNLIMITED
  D87 ( SanFrancisco Chicago ) 1 2323.00 UNLIMITED
  D88 ( SanFrancisco Indianapolis ) 1 418.00 UNLIMITED
  D89 ( SanFrancisco Detroit ) 1 1205.00 UNLIMITED
  D90 ( SanFrancisco StLouis ) 1 705.00 UNLIMITED
  D91 ( SanFrancisco Nashville ) 1 315.00 UNLIMITED
  D92 ( SanFrancisco Cleveland ) 1 618.00 UNLIMITED
  D93 ( SanFrancisco NewYork ) 1 4137.00 UNLIMITED
  D94 ( SanFrancisco Montreal ) 1 665.00 UNLIMITED
  D95 ( SanFrancisco Charlotte ) 1 294.00 UNLIMITED
  D96 ( SanFrancisco NewOrleans ) 1 311.00 UNLIMITED
  D97 ( SanFrancisco Boston ) 1 1046.00 UNLIMITED
  D98 ( SanFrancisco Atlanta ) 1 1027.00 UNLIMITED
  D99 ( SanFrancisco Miami ) 1 1005.00 UNLIMITED
  D100 ( SanFrancisco WashingtonDC ) 1 1546.00 UNLIMITED
  D101 ( SanFrancisco Philadelphia ) 1 1152.00 UNLIMITED
  D102 ( SanFrancisco Toronto ) 1 985.00 UNLIMITED
  D103 ( SanFrancisco Pittsburgh ) 1 509.00 UNLIMITED
  D104 ( SanFrancisco Cincinnati ) 1 462.00 UNLIMITED
  D105 ( SanFrancisco Tampa ) 1 504.00 UNLIMITED
  D106 ( SanFrancisco Memphis ) 1 306.00 UNLIMITED
  D107 ( SanFrancisco Winnipeg ) 1 191.00 UNLIMITED
  D108 ( SanFrancisco Calgary ) 1 377.00 UNLIMITED
  D109 ( SanFrancisco Seattle ) 1 2046.00 UNLIMITED
  D110 ( SanFrancisco Portland ) 1 1417.00 UNLIMITED
  D111 ( SanFrancisco Sacrameto ) 1 11724.00 UNLIMITED
  D112 ( SanFrancisco Phoenix ) 1 2085.00 UNLIMITED
  D113 ( SanFrancisco SanDiego ) 1 2509.00 UNLIMITED
  D114 ( LasVegas Vancouver ) 1 170.00 UNLIMITED
  D115 ( LasVegas LosAngeles ) 1 6106.00 UNLIMITED
  D116 ( LasVegas SanFrancisco ) 1 1418.00 UNLIMITED
  D117 ( LasVegas SaltLakeCity ) 1 221.00 UNLIMITED
  D118 ( LasVegas ElPaso ) 1 97.00 UNLIMITED
  D119 ( LasVegas Dallas ) 1 442.00 UNLIMITED
  D120 ( LasVegas Houston ) 1 358.00 UNLIMITED
  D121 ( LasVegas OklahomaCity ) 1 89.00 UNLIMITED
  D122 ( LasVegas Minneapolis ) 1 220.00 UNLIMITED
  D123 ( LasVegas KansasCity ) 1 144.00 UNLIMITED
  D124 ( LasVegas Denver ) 1 334.00 UNLIMITED
  D125 ( LasVegas Chicago ) 1 573.00 UNLIMITED
  D126 ( LasVegas Indianapolis ) 1 103.00 UNLIMITED
  D127 ( LasVegas Detroit ) 1 289.00 UNLIMITED
  D128 ( LasVegas StLouis ) 1 179.00 UNLIMITED
  D129 ( LasVegas Nashville ) 1 78.00 UNLIMITED
  D130 ( LasVegas Cleveland ) 1 148.00 UNLIMITED
  D131 ( LasVegas NewYork ) 1 965.00 UNLIMITED
  D132 ( LasVegas Montreal ) 1 153.00 UNLIMITED
  D133 ( LasVegas Charlotte ) 1 71.00 UNLIMITED
  D134 ( LasVegas NewOrleans ) 1 79.00 UNLIMITED
  D135 ( LasVegas Boston ) 1 241.00 UNLIMITED
  D136 ( LasVegas Atlanta ) 1 252.00 UNLIMITED
  D137 ( LasVegas Miami ) 1 240.00 UNLIMITED
  D138 ( LasVegas WashingtonDC ) 1 365.00 UNLIMITED
  D139 ( LasVegas Philadelphia ) 1 270.00 UNLIMITED
  D140 ( LasVegas Toronto ) 1 232.00 UNLIMITED
  D141 ( LasVegas Pittsburgh ) 1 121.00 UNLIMITED
  D142 ( LasVegas Cincinnati ) 1 113.00 UNLIMITED
  D143 ( LasVegas Tampa ) 1 122.00 UNLIMITED
  D144 ( LasVegas Memphis ) 1 78.00 UNLIMITED
  D145 ( LasVegas Winnipeg ) 1 45.00 UNLIMITED
  D146 ( LasVegas Calgary ) 1 78.00 UNLIMITED
  D147 ( LasVegas Seattle ) 1 346.00 UNLIMITED
  D148 ( LasVegas Portland ) 1 219.00 UNLIMITED
  D149 ( LasVegas Sacrameto ) 1 407.00 UNLIMITED
  D150 ( LasVegas Phoenix ) 1 1144.00 UNLIMITED
  D151 ( LasVegas SanDiego ) 1 967.00 UNLIMITED
  D152 ( SaltLakeCity Vancouver ) 1 136.00 UNLIMITED
  D153 ( SaltLakeCity LosAngeles ) 1 1546.00 UNLIMITED
  D154 ( SaltLakeCity SanFrancisco ) 1 643.00 UNLIMITED
  D155 ( SaltLakeCity LasVegas ) 1 221.00 UNLIMITED
  D156 ( SaltLakeCity ElPaso ) 1 54.00 UNLIMITED
  D157 ( SaltLakeCity Dallas ) 1 307.00 UNLIMITED
  D158 ( SaltLakeCity Houston ) 1 239.00 UNLIMITED
  D159 ( SaltLakeCity OklahomaCity ) 1 67.00 UNLIMITED
  D160 ( SaltLakeCity Minneapolis ) 1 182.00 UNLIMITED
  D161 ( SaltLakeCity KansasCity ) 1 113.00 UNLIMITED
  D162 ( SaltLakeCity Denver ) 1 353.00 UNLIMITED
  D163 ( SaltLakeCity Chicago ) 1 439.00 UNLIMITED
  D164 ( SaltLakeCity Indianapolis ) 1 76.00 UNLIMITED
  D165 ( SaltLakeCity Detroit ) 1 216.00 UNLIMITED
  D166 ( SaltLakeCity StLouis ) 1 136.00 UNLIMITED
  D167 ( SaltLakeCity Nashville ) 1 56.00 UNLIMITED
  D168 ( SaltLakeCity Cleveland ) 1 109.00 UNLIMITED
  D169 ( SaltLakeCity NewYork ) 1 691.00 UNLIMITED
  D170 ( SaltLakeCity Montreal ) 1 111.00 UNLIMITED
  D171 ( SaltLakeCity Charlotte ) 1 50.00 UNLIMITED
  D172 ( SaltLakeCity NewOrleans ) 1 53.00 UNLIMITED
  D173 ( SaltLakeCity Boston ) 1 172.00 UNLIMITED
  D174 ( SaltLakeCity Atlanta ) 1 178.00 UNLIMITED
  D175 ( SaltLakeCity Miami ) 1 162.00 UNLIMITED
  D176 ( SaltLakeCity WashingtonDC ) 1 262.00 UNLIMITED
  D177 ( SaltLakeCity Philadelphia ) 1 193.00 UNLIMITED
  D178 ( SaltLakeCity Toronto ) 1 171.00 UNLIMITED
  D179 ( SaltLakeCity Pittsburgh ) 1 88.00 UNLIMITED
