?SNDlib native format; type: network; version: 1.0
# network pioro40

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  N0 ( 149.00 563.00 )
  N1 ( 286.00 393.00 )
  N2 ( 550.00 228.00 )
  N3 ( 136.00 446.00 )
  N4 ( 273.00 488.00 )
  N5 ( 104.00 212.00 )
  N6 ( 236.00 182.00 )
  N7 ( 515.00 494.00 )
  N8 ( 595.00 421.00 )
  N9 ( 334.00 162.00 )
  N10 ( 198.00 470.00 )
  N11 ( 521.00 547.00 )
  N12 ( 182.00 543.00 )
  N13 ( 90.00 473.00 )
  N14 ( 586.00 494.00 )
  N15 ( 637.00 563.00 )
  N16 ( 42.00 565.00 )
  N17 ( 507.00 313.00 )
  N18 ( 695.00 335.00 )
  N19 ( 241.00 606.00 )
  N20 ( 410.00 574.00 )
  N21 ( 464.00 240.00 )
  N22 ( 402.00 185.00 )
  N23 ( 543.00 173.00 )
  N24 ( 223.00 331.00 )
  N25 ( 610.00 242.00 )
  N26 ( 562.00 340.00 )
  N27 ( 682.00 608.00 )
  N28 ( 143.00 497.00 )
  N29 ( 277.00 288.00 )
  N30 ( 572.00 388.00 )
  N31 ( 323.00 502.00 )
  N32 ( 459.00 483.00 )
  N33 ( 315.00 627.00 )
  N34 ( 410.00 435.00 )
  N35 ( 345.00 344.00 )
  N36 ( 35.00 360.00 )
  N37 ( 252.00 514.00 )
  N38 ( 409.00 640.00 )
  N39 ( 438.00 326.00 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
  L0_12 ( N0 N12 ) 0.00 0.00 0.00 178.00 ( 155.00 178.00 622.00 534.00 )
  L4_31 ( N4 N31 ) 0.00 0.00 0.00 82.00 ( 155.00 82.00 622.00 246.00 )
  L4_33 ( N4 N33 ) 0.00 0.00 0.00 137.00 ( 155.00 137.00 622.00 411.00 )
  L4_37 ( N4 N37 ) 0.00 0.00 0.00 96.00 ( 155.00 96.00 622.00 288.00 )
  L5_10 ( N5 N10 ) 0.00 0.00 0.00 213.00 ( 155.00 213.00 622.00 639.00 )
  L5_13 ( N5 N13 ) 0.00 0.00 0.00 192.00 ( 155.00 192.00 622.00 576.00 )
  L5_29 ( N5 N29 ) 0.00 0.00 0.00 218.00 ( 155.00 218.00 622.00 654.00 )
  L5_36 ( N5 N36 ) 0.00 0.00 0.00 104.00 ( 155.00 104.00 622.00 312.00 )
  L6_9 ( N6 N9 ) 0.00 0.00 0.00 321.00 ( 155.00 321.00 622.00 963.00 )
  L6_24 ( N6 N24 ) 0.00 0.00 0.00 253.00 ( 155.00 253.00 622.00 759.00 )
  L6_29 ( N6 N29 ) 0.00 0.00 0.00 325.00 ( 155.00 325.00 622.00 975.00 )
  L6_35 ( N6 N35 ) 0.00 0.00 0.00 280.00 ( 155.00 280.00 622.00 840.00 )
  L7_8 ( N7 N8 ) 0.00 0.00 0.00 41.00 ( 155.00 41.00 622.00 123.00 )
  L7_14 ( N7 N14 ) 0.00 0.00 0.00 159.00 ( 155.00 159.00 622.00 477.00 )
  L7_15 ( N7 N15 ) 0.00 0.00 0.00 144.00 ( 155.00 144.00 622.00 432.00 )
  L7_32 ( N7 N32 ) 0.00 0.00 0.00 164.00 ( 155.00 164.00 622.00 492.00 )
  L8_14 ( N8 N14 ) 0.00 0.00 0.00 164.00 ( 155.00 164.00 622.00 492.00 )
  L8_15 ( N8 N15 ) 0.00 0.00 0.00 154.00 ( 155.00 154.00 622.00 462.00 )
  L8_18 ( N8 N18 ) 0.00 0.00 0.00 182.00 ( 155.00 182.00 622.00 546.00 )
  L8_32 ( N8 N32 ) 0.00 0.00 0.00 164.00 ( 155.00 164.00 622.00 492.00 )
  L9_22 ( N9 N22 ) 0.00 0.00 0.00 182.00 ( 155.00 182.00 622.00 546.00 )
  L9_29 ( N9 N29 ) 0.00 0.00 0.00 208.00 ( 155.00 208.00 622.00 624.00 )
  L9_35 ( N9 N35 ) 0.00 0.00 0.00 201.00 ( 155.00 201.00 622.00 603.00 )
  L9_39 ( N9 N39 ) 0.00 0.00 0.00 234.00 ( 155.00 234.00 622.00 702.00 )
  L10_12 ( N10 N12 ) 0.00 0.00 0.00 148.00 ( 155.00 148.00 622.00 444.00 )
  L10_19 ( N10 N19 ) 0.00 0.00 0.00 185.00 ( 155.00 185.00 622.00 555.00 )
  L11_14 ( N11 N14 ) 0.00 0.00 0.00 161.00 ( 155.00 161.00 622.00 483.00 )
  L11_15 ( N11 N15 ) 0.00 0.00 0.00 186.00 ( 155.00 186.00 622.00 558.00 )
  L11_32 ( N11 N32 ) 0.00 0.00 0.00 140.00 ( 155.00 140.00 622.00 420.00 )
  L11_38 ( N11 N38 ) 0.00 0.00 0.00 175.00 ( 155.00 175.00 622.00 525.00 )
  L12_19 ( N12 N19 ) 0.00 0.00 0.00 42.00 ( 155.00 42.00 622.00 126.00 )
  L12_28 ( N12 N28 ) 0.00 0.00 0.00 123.00 ( 155.00 123.00 622.00 369.00 )
  L13_28 ( N13 N28 ) 0.00 0.00 0.00 234.00 ( 155.00 234.00 622.00 702.00 )
  L13_36 ( N13 N36 ) 0.00 0.00 0.00 136.00 ( 155.00 136.00 622.00 408.00 )
  L14_15 ( N14 N15 ) 0.00 0.00 0.00 26.00 ( 155.00 26.00 622.00 78.00 )
  L15_27 ( N15 N27 ) 0.00 0.00 0.00 72.00 ( 155.00 72.00 622.00 216.00 )
  L16_19 ( N16 N19 ) 0.00 0.00 0.00 223.00 ( 155.00 223.00 622.00 669.00 )
  L16_28 ( N16 N28 ) 0.00 0.00 0.00 237.00 ( 155.00 237.00 622.00 711.00 )
  L16_36 ( N16 N36 ) 0.00 0.00 0.00 150.00 ( 155.00 150.00 622.00 450.00 )
  L17_21 ( N17 N21 ) 0.00 0.00 0.00 114.00 ( 155.00 114.00 622.00 342.00 )
  L17_23 ( N17 N23 ) 0.00 0.00 0.00 210.00 ( 155.00 210.00 622.00 630.00 )
  L17_25 ( N17 N25 ) 0.00 0.00 0.00 217.00 ( 155.00 217.00 622.00 651.00 )
  L18_25 ( N18 N25 ) 0.00 0.00 0.00 167.00 ( 155.00 167.00 622.00 501.00 )
  L18_26 ( N18 N26 ) 0.00 0.00 0.00 136.00 ( 155.00 136.00 622.00 408.00 )
  L18_27 ( N18 N27 ) 0.00 0.00 0.00 392.00 ( 155.00 392.00 622.00 1176.00 )
  L18_30 ( N18 N30 ) 0.00 0.00 0.00 95.00 ( 155.00 95.00 622.00 285.00 )
  L20_27 ( N20 N27 ) 0.00 0.00 0.00 230.00 ( 155.00 230.00 622.00 690.00 )
  L20_33 ( N20 N33 ) 0.00 0.00 0.00 346.00 ( 155.00 346.00 622.00 1038.00 )
  L20_34 ( N20 N34 ) 0.00 0.00 0.00 34.00 ( 155.00 34.00 622.00 102.00 )
  L20_38 ( N20 N38 ) 0.00 0.00 0.00 217.00 ( 155.00 217.00 622.00 651.00 )
  L21_22 ( N21 N22 ) 0.00 0.00 0.00 213.00 ( 155.00 213.00 622.00 639.00 )
  L21_23 ( N21 N23 ) 0.00 0.00 0.00 125.00 ( 155.00 125.00 622.00 375.00 )
  L22_23 ( N22 N23 ) 0.00 0.00 0.00 91.00 ( 155.00 91.00 622.00 273.00 )
  L22_39 ( N22 N39 ) 0.00 0.00 0.00 376.00 ( 155.00 376.00 622.00 1128.00 )
  L23_25 ( N23 N25 ) 0.00 0.00 0.00 267.00 ( 155.00 267.00 622.00 801.00 )
  L24_31 ( N24 N31 ) 0.00 0.00 0.00 761.00 ( 155.00 761.00 622.00 2283.00 )
  L24_35 ( N24 N35 ) 0.00 0.00 0.00 373.00 ( 155.00 373.00 622.00 1119.00 )
  L24_36 ( N24 N36 ) 0.00 0.00 0.00 323.00 ( 155.00 323.00 622.00 969.00 )
  L24_37 ( N24 N37 ) 0.00 0.00 0.00 814.00 ( 155.00 814.00 622.00 2442.00 )
  L25_26 ( N25 N26 ) 0.00 0.00 0.00 185.00 ( 155.00 185.00 622.00 555.00 )
  L26_30 ( N26 N30 ) 0.00 0.00 0.00 67.00 ( 155.00 67.00 622.00 201.00 )
  L26_34 ( N26 N34 ) 0.00 0.00 0.00 554.00 ( 155.00 554.00 622.00 1662.00 )
  L26_39 ( N26 N39 ) 0.00 0.00 0.00 462.00 ( 155.00 462.00 622.00 1386.00 )
  L27_38 ( N27 N38 ) 0.00 0.00 0.00 299.00 ( 155.00 299.00 622.00 897.00 )
  L28_37 ( N28 N37 ) 0.00 0.00 0.00 457.00 ( 155.00 457.00 622.00 1371.00 )
  L29_35 ( N29 N35 ) 0.00 0.00 0.00 46.00 ( 155.00 46.00 622.00 138.00 )
  L29_38 ( N29 N38 ) 0.00 0.00 0.00 560.00 ( 155.00 560.00 622.00 1680.00 )
  L30_34 ( N30 N34 ) 0.00 0.00 0.00 608.00 ( 155.00 608.00 622.00 1824.00 )
  L30_35 ( N30 N35 ) 0.00 0.00 0.00 605.00 ( 155.00 605.00 622.00 1815.00 )
  L31_33 ( N31 N33 ) 0.00 0.00 0.00 116.00 ( 155.00 116.00 622.00 348.00 )
  L32_34 ( N32 N34 ) 0.00 0.00 0.00 278.00 ( 155.00 278.00 622.00 834.00 )
  L33_37 ( N33 N37 ) 0.00 0.00 0.00 41.00 ( 155.00 41.00 622.00 123.00 )
  L33_38 ( N33 N38 ) 0.00 0.00 0.00 244.00 ( 155.00 244.00 622.00 732.00 )
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  D0_1 ( N0 N1 ) 1 110.00 UNLIMITED
  D0_2 ( N0 N2 ) 1 186.00 UNLIMITED
  D0_3 ( N0 N3 ) 1 168.00 UNLIMITED
  D0_4 ( N0 N4 ) 1 121.00 UNLIMITED
  D0_5 ( N0 N5 ) 1 163.00 UNLIMITED
  D0_6 ( N0 N6 ) 1 126.00 UNLIMITED
  D0_7 ( N0 N7 ) 1 145.00 UNLIMITED
  D0_8 ( N0 N8 ) 1 119.00 UNLIMITED
  D0_9 ( N0 N9 ) 1 184.00 UNLIMITED
  D0_10 ( N0 N10 ) 1 126.00 UNLIMITED
  D0_11 ( N0 N11 ) 1 188.00 UNLIMITED
  D0_12 ( N0 N12 ) 1 132.00 UNLIMITED
  D0_13 ( N0 N13 ) 1 182.00 UNLIMITED
  D0_14 ( N0 N14 ) 1 143.00 UNLIMITED
  D0_15 ( N0 N15 ) 1 198.00 UNLIMITED
  D0_16 ( N0 N16 ) 1 169.00 UNLIMITED
  D0_17 ( N0 N17 ) 1 131.00 UNLIMITED
  D0_18 ( N0 N18 ) 1 128.00 UNLIMITED
  D0_19 ( N0 N19 ) 1 186.00 UNLIMITED
  D0_20 ( N0 N20 ) 1 115.00 UNLIMITED
  D0_21 ( N0 N21 ) 1 162.00 UNLIMITED
  D0_22 ( N0 N22 ) 1 170.00 UNLIMITED
  D0_23 ( N0 N23 ) 1 142.00 UNLIMITED
  D0_24 ( N0 N24 ) 1 148.00 UNLIMITED
  D0_25 ( N0 N25 ) 1 104.00 UNLIMITED
  D0_26 ( N0 N26 ) 1 124.00 UNLIMITED
  D0_27 ( N0 N27 ) 1 174.00 UNLIMITED
  D0_28 ( N0 N28 ) 1 185.00 UNLIMITED
  D0_29 ( N0 N29 ) 1 120.00 UNLIMITED
  D0_30 ( N0 N30 ) 1 102.00 UNLIMITED
  D0_31 ( N0 N31 ) 1 108.00 UNLIMITED
  D0_32 ( N0 N32 ) 1 181.00 UNLIMITED
  D0_33 ( N0 N33 ) 1 135.00 UNLIMITED
  D0_34 ( N0 N34 ) 1 181.00 UNLIMITED
  D0_35 ( N0 N35 ) 1 153.00 UNLIMITED
  D0_36 ( N0 N36 ) 1 117.00 UNLIMITED
  D0_37 ( N0 N37 ) 1 161.00 UNLIMITED
  D0_38 ( N0 N38 ) 1 191.00 UNLIMITED
  D0_39 ( N0 N39 ) 1 119.00 UNLIMITED
  D1_2 ( N1 N2 ) 1 160.00 UNLIMITED
  D1_3 ( N1 N3 ) 1 192.00 UNLIMITED
  D1_4 ( N1 N4 ) 1 134.00 UNLIMITED
  D1_5 ( N1 N5 ) 1 156.00 UNLIMITED
  D1_6 ( N1 N6 ) 1 185.00 UNLIMITED
  D1_7 ( N1 N7 ) 1 166.00 UNLIMITED
  D1_8 ( N1 N8 ) 1 132.00 UNLIMITED
  D1_9 ( N1 N9 ) 1 165.00 UNLIMITED
  D1_10 ( N1 N10 ) 1 124.00 UNLIMITED
  D1_11 ( N1 N11 ) 1 111.00 UNLIMITED
  D1_12 ( N1 N12 ) 1 172.00 UNLIMITED
  D1_13 ( N1 N13 ) 1 138.00 UNLIMITED
  D1_14 ( N1 N14 ) 1 113.00 UNLIMITED
  D1_15 ( N1 N15 ) 1 126.00 UNLIMITED
  D1_16 ( N1 N16 ) 1 193.00 UNLIMITED
  D1_17 ( N1 N17 ) 1 125.00 UNLIMITED
  D1_18 ( N1 N18 ) 1 142.00 UNLIMITED
  D1_19 ( N1 N19 ) 1 116.00 UNLIMITED
  D1_20 ( N1 N20 ) 1 149.00 UNLIMITED
  D1_21 ( N1 N21 ) 1 183.00 UNLIMITED
  D1_22 ( N1 N22 ) 1 187.00 UNLIMITED
  D1_23 ( N1 N23 ) 1 134.00 UNLIMITED
  D1_24 ( N1 N24 ) 1 168.00 UNLIMITED
  D1_25 ( N1 N25 ) 1 149.00 UNLIMITED
  D1_26 ( N1 N26 ) 1 123.00 UNLIMITED
  D1_27 ( N1 N27 ) 1 117.00 UNLIMITED
  D1_28 ( N1 N28 ) 1 173.00 UNLIMITED
  D1_29 ( N1 N29 ) 1 138.00 UNLIMITED
  D1_30 ( N1 N30 ) 1 149.00 UNLIMITED
  D1_31 ( N1 N31 ) 1 142.00 UNLIMITED
  D1_32 ( N1 N32 ) 1 140.00 UNLIMITED
  D1_33 ( N1 N33 ) 1 146.00 UNLIMITED
  D1_34 ( N1 N34 ) 1 164.00 UNLIMITED
  D1_35 ( N1 N35 ) 1 190.00 UNLIMITED
  D1_36 ( N1 N36 ) 1 168.00 UNLIMITED
  D1_37 ( N1 N37 ) 1 106.00 UNLIMITED
  D1_38 ( N1 N38 ) 1 182.00 UNLIMITED
  D1_39 ( N1 N39 ) 1 178.00 UNLIMITED
  D2_3 ( N2 N3 ) 1 155.00 UNLIMITED
  D2_4 ( N2 N4 ) 1 159.00 UNLIMITED
  D2_5 ( N2 N5 ) 1 116.00 UNLIMITED
  D2_6 ( N2 N6 ) 1 110.00 UNLIMITED
  D2_7 ( N2 N7 ) 1 114.00 UNLIMITED
  D2_8 ( N2 N8 ) 1 150.00 UNLIMITED
  D2_9 ( N2 N9 ) 1 122.00 UNLIMITED
  D2_10 ( N2 N10 ) 1 196.00 UNLIMITED
  D2_11 ( N2 N11 ) 1 123.00 UNLIMITED
  D2_12 ( N2 N12 ) 1 198.00 UNLIMITED
  D2_13 ( N2 N13 ) 1 193.00 UNLIMITED
  D2_14 ( N2 N14 ) 1 113.00 UNLIMITED
  D2_15 ( N2 N15 ) 1 173.00 UNLIMITED
  D2_16 ( N2 N16 ) 1 124.00 UNLIMITED
  D2_17 ( N2 N17 ) 1 175.00 UNLIMITED
  D2_18 ( N2 N18 ) 1 200.00 UNLIMITED
  D2_19 ( N2 N19 ) 1 183.00 UNLIMITED
  D2_20 ( N2 N20 ) 1 141.00 UNLIMITED
  D2_21 ( N2 N21 ) 1 106.00 UNLIMITED
  D2_22 ( N2 N22 ) 1 180.00 UNLIMITED
  D2_23 ( N2 N23 ) 1 123.00 UNLIMITED
  D2_24 ( N2 N24 ) 1 116.00 UNLIMITED
  D2_25 ( N2 N25 ) 1 177.00 UNLIMITED
  D2_26 ( N2 N26 ) 1 109.00 UNLIMITED
  D2_27 ( N2 N27 ) 1 109.00 UNLIMITED
  D2_28 ( N2 N28 ) 1 137.00 UNLIMITED
  D2_29 ( N2 N29 ) 1 139.00 UNLIMITED
  D2_30 ( N2 N30 ) 1 191.00 UNLIMITED
  D2_31 ( N2 N31 ) 1 131.00 UNLIMITED
  D2_32 ( N2 N32 ) 1 115.00 UNLIMITED
  D2_33 ( N2 N33 ) 1 128.00 UNLIMITED
  D2_34 ( N2 N34 ) 1 121.00 UNLIMITED
  D2_35 ( N2 N35 ) 1 147.00 UNLIMITED
  D2_36 ( N2 N36 ) 1 186.00 UNLIMITED
  D2_37 ( N2 N37 ) 1 155.00 UNLIMITED
  D2_38 ( N2 N38 ) 1 186.00 UNLIMITED
  D2_39 ( N2 N39 ) 1 119.00 UNLIMITED
  D3_4 ( N3 N4 ) 1 155.00 UNLIMITED
  D3_5 ( N3 N5 ) 1 105.00 UNLIMITED
  D3_6 ( N3 N6 ) 1 160.00 UNLIMITED
  D3_7 ( N3 N7 ) 1 128.00 UNLIMITED
  D3_8 ( N3 N8 ) 1 188.00 UNLIMITED
  D3_9 ( N3 N9 ) 1 155.00 UNLIMITED
  D3_10 ( N3 N10 ) 1 188.00 UNLIMITED
  D3_11 ( N3 N11 ) 1 158.00 UNLIMITED
  D3_12 ( N3 N12 ) 1 169.00 UNLIMITED
  D3_13 ( N3 N13 ) 1 166.00 UNLIMITED
  D3_14 ( N3 N14 ) 1 150.00 UNLIMITED
  D3_15 ( N3 N15 ) 1 152.00 UNLIMITED
  D3_16 ( N3 N16 ) 1 124.00 UNLIMITED
  D3_17 ( N3 N17 ) 1 117.00 UNLIMITED
  D3_18 ( N3 N18 ) 1 154.00 UNLIMITED
  D3_19 ( N3 N19 ) 1 119.00 UNLIMITED
  D3_20 ( N3 N20 ) 1 135.00 UNLIMITED
  D3_21 ( N3 N21 ) 1 137.00 UNLIMITED
  D3_22 ( N3 N22 ) 1 140.00 UNLIMITED
  D3_23 ( N3 N23 ) 1 174.00 UNLIMITED
  D3_24 ( N3 N24 ) 1 104.00 UNLIMITED
  D3_25 ( N3 N25 ) 1 116.00 UNLIMITED
  D3_26 ( N3 N26 ) 1 132.00 UNLIMITED
  D3_27 ( N3 N27 ) 1 167.00 UNLIMITED
  D3_28 ( N3 N28 ) 1 142.00 UNLIMITED
  D3_29 ( N3 N29 ) 1 163.00 UNLIMITED
  D3_30 ( N3 N30 ) 1 169.00 UNLIMITED
  D3_31 ( N3 N31 ) 1 185.00 UNLIMITED
  D3_32 ( N3 N32 ) 1 182.00 UNLIMITED
  D3_33 ( N3 N33 ) 1 163.00 UNLIMITED
  D3_34 ( N3 N34 ) 1 181.00 UNLIMITED
  D3_35 ( N3 N35 ) 1 144.00 UNLIMITED
  D3_36 ( N3 N36 ) 1 175.00 UNLIMITED
  D3_37 ( N3 N37 ) 1 180.00 UNLIMITED
  D3_38 ( N3 N38 ) 1 131.00 UNLIMITED
  D3_39 ( N3 N39 ) 1 135.00 UNLIMITED
  D4_5 ( N4 N5 ) 1 173.00 UNLIMITED
  D4_6 ( N4 N6 ) 1 120.00 UNLIMITED
  D4_7 ( N4 N7 ) 1 196.00 UNLIMITED
  D4_8 ( N4 N8 ) 1 142.00 UNLIMITED
  D4_9 ( N4 N9 ) 1 187.00 UNLIMITED
  D4_10 ( N4 N10 ) 1 143.00 UNLIMITED
  D4_11 ( N4 N11 ) 1 131.00 UNLIMITED
  D4_12 ( N4 N12 ) 1 106.00 UNLIMITED
  D4_13 ( N4 N13 ) 1 142.00 UNLIMITED
  D4_14 ( N4 N14 ) 1 103.00 UNLIMITED
  D4_15 ( N4 N15 ) 1 109.00 UNLIMITED
  D4_16 ( N4 N16 ) 1 140.00 UNLIMITED
  D4_17 ( N4 N17 ) 1 103.00 UNLIMITED
  D4_18 ( N4 N18 ) 1 112.00 UNLIMITED
  D4_19 ( N4 N19 ) 1 178.00 UNLIMITED
  D4_20 ( N4 N20 ) 1 143.00 UNLIMITED
  D4_21 ( N4 N21 ) 1 109.00 UNLIMITED
  D4_22 ( N4 N22 ) 1 152.00 UNLIMITED
  D4_23 ( N4 N23 ) 1 124.00 UNLIMITED
  D4_24 ( N4 N24 ) 1 161.00 UNLIMITED
  D4_25 ( N4 N25 ) 1 159.00 UNLIMITED
  D4_26 ( N4 N26 ) 1 189.00 UNLIMITED
  D4_27 ( N4 N27 ) 1 194.00 UNLIMITED
  D4_28 ( N4 N28 ) 1 124.00 UNLIMITED
  D4_29 ( N4 N29 ) 1 152.00 UNLIMITED
  D4_30 ( N4 N30 ) 1 125.00 UNLIMITED
  D4_31 ( N4 N31 ) 1 157.00 UNLIMITED
  D4_32 ( N4 N32 ) 1 168.00 UNLIMITED
  D4_33 ( N4 N33 ) 1 178.00 UNLIMITED
  D4_34 ( N4 N34 ) 1 190.00 UNLIMITED
  D4_35 ( N4 N35 ) 1 183.00 UNLIMITED
  D4_36 ( N4 N36 ) 1 124.00 UNLIMITED
  D4_37 ( N4 N37 ) 1 108.00 UNLIMITED
  D4_38 ( N4 N38 ) 1 155.00 UNLIMITED
  D4_39 ( N4 N39 ) 1 108.00 UNLIMITED
  D5_6 ( N5 N6 ) 1 103.00 UNLIMITED
  D5_7 ( N5 N7 ) 1 170.00 UNLIMITED
  D5_8 ( N5 N8 ) 1 171.00 UNLIMITED
  D5_9 ( N5 N9 ) 1 169.00 UNLIMITED
  D5_10 ( N5 N10 ) 1 146.00 UNLIMITED
  D5_11 ( N5 N11 ) 1 174.00 UNLIMITED
  D5_12 ( N5 N12 ) 1 147.00 UNLIMITED
  D5_13 ( N5 N13 ) 1 199.00 UNLIMITED
  D5_14 ( N5 N14 ) 1 109.00 UNLIMITED
  D5_15 ( N5 N15 ) 1 179.00 UNLIMITED
  D5_16 ( N5 N16 ) 1 166.00 UNLIMITED
  D5_17 ( N5 N17 ) 1 151.00 UNLIMITED
  D5_18 ( N5 N18 ) 1 152.00 UNLIMITED
  D5_19 ( N5 N19 ) 1 119.00 UNLIMITED
  D5_20 ( N5 N20 ) 1 131.00 UNLIMITED
  D5_21 ( N5 N21 ) 1 114.00 UNLIMITED
  D5_22 ( N5 N22 ) 1 131.00 UNLIMITED
  D5_23 ( N5 N23 ) 1 165.00 UNLIMITED
  D5_24 ( N5 N24 ) 1 142.00 UNLIMITED
  D5_25 ( N5 N25 ) 1 171.00 UNLIMITED
  D5_26 ( N5 N26 ) 1 140.00 UNLIMITED
  D5_27 ( N5 N27 ) 1 136.00 UNLIMITED
  D5_28 ( N5 N28 ) 1 150.00 UNLIMITED
  D5_29 ( N5 N29 ) 1 135.00 UNLIMITED
  D5_30 ( N5 N30 ) 1 193.00 UNLIMITED
  D5_31 ( N5 N31 ) 1 133.00 UNLIMITED
  D5_32 ( N5 N32 ) 1 172.00 UNLIMITED
  D5_33 ( N5 N33 ) 1 126.00 UNLIMITED
  D5_34 ( N5 N34 ) 1 118.00 UNLIMITED
  D5_35 ( N5 N35 ) 1 183.00 UNLIMITED
  D5_36 ( N5 N36 ) 1 160.00 UNLIMITED
  D5_37 ( N5 N37 ) 1 152.00 UNLIMITED
  D5_38 ( N5 N38 ) 1 131.00 UNLIMITED
  D5_39 ( N5 N39 ) 1 158.00 UNLIMITED
  D6_7 ( N6 N7 ) 1 170.00 UNLIMITED
  D6_8 ( N6 N8 ) 1 154.00 UNLIMITED
  D6_9 ( N6 N9 ) 1 100.00 UNLIMITED
  D6_10 ( N6 N10 ) 1 170.00 UNLIMITED
  D6_11 ( N6 N11 ) 1 126.00 UNLIMITED
  D6_12 ( N6 N12 ) 1 175.00 UNLIMITED
  D6_13 ( N6 N13 ) 1 183.00 UNLIMITED
  D6_14 ( N6 N14 ) 1 136.00 UNLIMITED
  D6_15 ( N6 N15 ) 1 195.00 UNLIMITED
  D6_16 ( N6 N16 ) 1 103.00 UNLIMITED
  D6_17 ( N6 N17 ) 1 163.00 UNLIMITED
  D6_18 ( N6 N18 ) 1 136.00 UNLIMITED
  D6_19 ( N6 N19 ) 1 146.00 UNLIMITED
  D6_20 ( N6 N20 ) 1 149.00 UNLIMITED
  D6_21 ( N6 N21 ) 1 143.00 UNLIMITED
  D6_22 ( N6 N22 ) 1 147.00 UNLIMITED
  D6_23 ( N6 N23 ) 1 158.00 UNLIMITED
  D6_24 ( N6 N24 ) 1 103.00 UNLIMITED
  D6_25 ( N6 N25 ) 1 106.00 UNLIMITED
